STATUS | wrapper  | 2020/06/12 17:06:45 | --> Wrapper Started as Daemon
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager:             /home/ubuntu/ManageEngine/KeyManager/lib/native/libwrapper.so: /home/ubuntu/ManageEngine/KeyManager/lib/native/libwrapper.so: wrong ELF class: ELFCLASS32 (Possible cause: architecture word width mismatch)
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 5    | 2020/06/12 17:16:14 | WrapperManager: 
INFO   | jvm 5    | 2020/06/12 17:16:14 | Starting Server from location: /home/ubuntu/ManageEngine/KeyManager
INFO   | jvm 5    | 2020/06/12 17:16:18 | Loading Modules
INFO   | jvm 5    | 2020/06/12 17:16:18 | 
INFO   | jvm 5    | 2020/06/12 17:16:18 |      ModulePreStartProcess :: Persistence::DBAUDIT[ STARTED ]
INFO   | jvm 5    | 2020/06/12 17:16:18 | Persistence                                       [POPULATED]
INFO   | jvm 5    | 2020/06/12 17:16:18 |      ModulePostStartProcess:: Persistence::DBAUDIT[ STARTED ]
INFO   | jvm 5    | 2020/06/12 17:16:18 | SQNS                                              [POPULATED]
INFO   | jvm 5    | 2020/06/12 17:16:19 | Audit                                             [POPULATED]
INFO   | jvm 5    | 2020/06/12 17:16:19 | Authentication
INFO   | jvm 5    | 2020/06/12 17:16:20 |                                     [POPULATED]
INFO   | jvm 5    | 2020/06/12 17:16:20 | Authorization                                     [POPULATED]
INFO   | jvm 5    | 2020/06/12 17:16:21 | CustomView                                        [POPULATED]
INFO   | jvm 5    | 2020/06/12 17:16:21 | TaskEngine                                        [POPULATED]
INFO   | jvm 5    | 2020/06/12 17:16:21 | Tomcat                                            [POPULATED]
INFO   | jvm 5    | 2020/06/12 17:16:21 | ClientFramework
INFO   | jvm 5    | 2020/06/12 17:16:22 |                                    [POPULATED]
INFO   | jvm 5    | 2020/06/12 17:16:22 | ClientComponents
INFO   | jvm 5    | 2020/06/12 17:16:24 |                                   [POPULATED]
INFO   | jvm 5    | 2020/06/12 17:16:24 | PassTrix
INFO   | jvm 5    | 2020/06/12 17:16:52 |                                           [POPULATED]
INFO   | jvm 5    | 2020/06/12 17:16:52 | pki
INFO   | jvm 5    | 2020/06/12 17:16:55 |                                                [POPULATED]
INFO   | jvm 5    | 2020/06/12 17:16:55 | PIM                                               [POPULATED]
INFO   | jvm 5    | 2020/06/12 17:16:56 | 
INFO   | jvm 5    | 2020/06/12 17:16:56 | Creating Services
INFO   | jvm 5    | 2020/06/12 17:16:56 | CacheService                                      [ CREATED ]
INFO   | jvm 5    | 2020/06/12 17:16:56 | AuthenticationService                             [ CREATED ]
INFO   | jvm 5    | 2020/06/12 17:16:56 | AuthorizationService                              [ CREATED ]
INFO   | jvm 5    | 2020/06/12 17:16:56 | TaskEngineService                                 [ CREATED ]
INFO   | jvm 5    | 2020/06/12 17:16:56 | WebService                                        [ CREATED ]
INFO   | jvm 5    | 2020/06/12 17:16:56 | ClientFrameworkService                            [ CREATED ]
INFO   | jvm 5    | 2020/06/12 17:16:56 | TableTemplateService                              [ CREATED ]
INFO   | jvm 5    | 2020/06/12 17:16:56 | TemplateService                                   [ CREATED ]
INFO   | jvm 5    | 2020/06/12 17:16:56 | KMPService                                        [ CREATED ]
INFO   | jvm 5    | 2020/06/12 17:16:56 | 
INFO   | jvm 5    | 2020/06/12 17:16:56 | Starting Services
INFO   | jvm 5    | 2020/06/12 17:16:56 | CacheService                                      [ STARTED ]
INFO   | jvm 5    | 2020/06/12 17:16:56 | AuthenticationService                             [ STARTED ]
INFO   | jvm 5    | 2020/06/12 17:16:56 | AuthorizationService                              [ STARTED ]
INFO   | jvm 5    | 2020/06/12 17:16:56 | TaskEngineService                                 [ STARTED ]
INFO   | jvm 5    | 2020/06/12 17:16:58 | WebService                                        [ STARTED ]
INFO   | jvm 5    | 2020/06/12 17:16:58 | ClientFrameworkService                            [ STARTED ]
INFO   | jvm 5    | 2020/06/12 17:16:58 | TableTemplateService                              [ STARTED ]
INFO   | jvm 5    | 2020/06/12 17:16:58 | TemplateService                                   [ STARTED ]
INFO   | jvm 5    | 2020/06/12 17:16:59 | KMPService                                        [ STARTED ]
INFO   | jvm 5    | 2020/06/12 17:16:59 | Connect to : https://ip-172-31-6-219:6565/
INFO   | jvm 5    | 2020/06/12 17:16:59 | 
INFO   | jvm 5    | 2020/06/12 17:16:59 | Server started in :: [45530 ms]
INFO   | jvm 5    | 2020/06/12 17:16:59 | 
INFO   | jvm 5    | 2020/06/23 20:42:27 | Shutting down the JVM now!
INFO   | jvm 5    | 2020/06/23 20:42:27 | Stopping Services
INFO   | jvm 5    | 2020/06/23 20:42:27 | KMPService                                        [ STOPPED ]
INFO   | jvm 5    | 2020/06/23 20:42:27 | TemplateService                                   [ STOPPED ]
INFO   | jvm 5    | 2020/06/23 20:42:27 | TableTemplateService                              [ STOPPED ]
INFO   | jvm 5    | 2020/06/23 20:42:27 | ClientFrameworkService                            [ STOPPED ]
INFO   | jvm 5    | 2020/06/23 20:42:27 | WebService                                        [ STOPPED ]
INFO   | jvm 5    | 2020/06/23 20:42:27 | TaskEngineService                                 [ STOPPED ]
INFO   | jvm 5    | 2020/06/23 20:42:27 | AuthorizationService                              [ STOPPED ]
INFO   | jvm 5    | 2020/06/23 20:42:27 | AuthenticationService                             [ STOPPED ]
INFO   | jvm 5    | 2020/06/23 20:42:27 | CacheService                                      [ STOPPED ]
INFO   | jvm 5    | 2020/06/23 20:42:27 | Destroying Services
INFO   | jvm 5    | 2020/06/23 20:42:27 | KMPService                                        [DESTROYED]
INFO   | jvm 5    | 2020/06/23 20:42:27 | TemplateService                                   [DESTROYED]
INFO   | jvm 5    | 2020/06/23 20:42:27 | TableTemplateService                              [DESTROYED]
INFO   | jvm 5    | 2020/06/23 20:42:27 | ClientFrameworkService                            [DESTROYED]
INFO   | jvm 5    | 2020/06/23 20:42:27 | WebService                                        [DESTROYED]
INFO   | jvm 5    | 2020/06/23 20:42:27 | TaskEngineService                                 [DESTROYED]
INFO   | jvm 5    | 2020/06/23 20:42:27 | AuthorizationService                              [DESTROYED]
INFO   | jvm 5    | 2020/06/23 20:42:27 | AuthenticationService                             [DESTROYED]
INFO   | jvm 5    | 2020/06/23 20:42:27 | CacheService                                      [DESTROYED]
INFO   | jvm 5    | 2020/06/23 20:42:27 | Stopping Module processors
INFO   | jvm 5    | 2020/06/23 20:42:27 | 
INFO   | jvm 5    | 2020/06/23 20:42:27 | ModuleStopProcess:: Persistence::DBAUDIT     [ STOPPED ]
INFO   | jvm 5    | 2020/06/23 20:42:28 | System halted
STATUS | wrapper  | 2020/06/23 20:42:31 | <-- Wrapper Stopped
